Druzyna Home;Druzyna Away;Wynik Home;Wynik Away;Lokalizacja;Data meczu;Klucz;Sezon
E.Leclerc Radomka Radom;Energa MKS Kalisz;2;3;H;23.03.2019, 18:00;23.03.2019E.Leclerc Radomka Radom-2:3-Energa MKS Kalisz;2018/2019
E.Leclerc Radomka Radom;Energa MKS Kalisz;2;3;A;23.03.2019, 18:00;23.03.2019E.Leclerc Radomka Radom-2:3-Energa MKS Kalisz;2018/2019
Energa MKS Kalisz;E.Leclerc Radomka Radom;2;3;H;30.03.2019, 18:00;30.03.2019Energa MKS Kalisz-2:3-E.Leclerc Radomka Radom;2018/2019
Energa MKS Kalisz;E.Leclerc Radomka Radom;2;3;A;30.03.2019, 18:00;30.03.2019Energa MKS Kalisz-2:3-E.Leclerc Radomka Radom;2018/2019
E.Leclerc Radomka Radom;Energa MKS Kalisz;0;3;H;06.04.2019, 17:00;06.04.2019E.Leclerc Radomka Radom-0:3-Energa MKS Kalisz;2018/2019
E.Leclerc Radomka Radom;Energa MKS Kalisz;0;3;A;06.04.2019, 17:00;06.04.2019E.Leclerc Radomka Radom-0:3-Energa MKS Kalisz;2018/2019
Enea PTPS Pi≥a;DPD Legionovia Legionowo;3;0;H;24.03.2019, 18:00;24.03.2019Enea PTPS Pi≥a-3:0-DPD Legionovia Legionowo;2018/2019
Enea PTPS Pi≥a;DPD Legionovia Legionowo;3;0;A;24.03.2019, 18:00;24.03.2019Enea PTPS Pi≥a-3:0-DPD Legionovia Legionowo;2018/2019
DPD Legionovia Legionowo;Enea PTPS Pi≥a;0;3;H;31.03.2019, 18:00;31.03.2019DPD Legionovia Legionowo-0:3-Enea PTPS Pi≥a;2018/2019
DPD Legionovia Legionowo;Enea PTPS Pi≥a;0;3;A;31.03.2019, 18:00;31.03.2019DPD Legionovia Legionowo-0:3-Enea PTPS Pi≥a;2018/2019
#VolleyWroc≥aw;KSZO Ostrowiec;3;0;H;23.03.2019, 17:00;23.03.2019#VolleyWroc≥aw-3:0-KSZO Ostrowiec;2018/2019
#VolleyWroc≥aw;KSZO Ostrowiec;3;0;A;23.03.2019, 17:00;23.03.2019#VolleyWroc≥aw-3:0-KSZO Ostrowiec;2018/2019
KSZO Ostrowiec;#VolleyWroc≥aw;3;2;H;30.03.2019, 18:00;30.03.2019KSZO Ostrowiec-3:2-#VolleyWroc≥aw;2018/2019
KSZO Ostrowiec;#VolleyWroc≥aw;3;2;A;30.03.2019, 18:00;30.03.2019KSZO Ostrowiec-3:2-#VolleyWroc≥aw;2018/2019
#VolleyWroc≥aw;KSZO Ostrowiec;3;2;H;05.04.2019, 17:00;05.04.2019#VolleyWroc≥aw-3:2-KSZO Ostrowiec;2018/2019
#VolleyWroc≥aw;KSZO Ostrowiec;3;2;A;05.04.2019, 17:00;05.04.2019#VolleyWroc≥aw-3:2-KSZO Ostrowiec;2018/2019
KSZO Ostrowiec;Wis≥a Warszawa;3;0;H;17.04.2019, 18:00;17.04.2019KSZO Ostrowiec-3:0-Wis≥a Warszawa;2018/2019
KSZO Ostrowiec;Wis≥a Warszawa;3;0;A;17.04.2019, 18:00;17.04.2019KSZO Ostrowiec-3:0-Wis≥a Warszawa;2018/2019
KSZO Ostrowiec;Wis≥a Warszawa;2;3;H;18.04.2019, 18:00;18.04.2019KSZO Ostrowiec-2:3-Wis≥a Warszawa;2018/2019
KSZO Ostrowiec;Wis≥a Warszawa;2;3;A;18.04.2019, 18:00;18.04.2019KSZO Ostrowiec-2:3-Wis≥a Warszawa;2018/2019
Wis≥a Warszawa;KSZO Ostrowiec;3;0;H;27.04.2019, 18:00;27.04.2019Wis≥a Warszawa-3:0-KSZO Ostrowiec;2018/2019
Wis≥a Warszawa;KSZO Ostrowiec;3;0;A;27.04.2019, 18:00;27.04.2019Wis≥a Warszawa-3:0-KSZO Ostrowiec;2018/2019
Wis≥a Warszawa;KSZO Ostrowiec;3;0;H;28.04.2019, 18:00;28.04.2019Wis≥a Warszawa-3:0-KSZO Ostrowiec;2018/2019
Wis≥a Warszawa;KSZO Ostrowiec;3;0;A;28.04.2019, 18:00;28.04.2019Wis≥a Warszawa-3:0-KSZO Ostrowiec;2018/2019
Chemik Police;DPD Legionovia Legionowo;3;1;H;05.11.2018, 18:00;05.11.2018Chemik Police-3:1-DPD Legionovia Legionowo;2018/2019
Chemik Police;DPD Legionovia Legionowo;3;1;A;05.11.2018, 18:00;05.11.2018Chemik Police-3:1-DPD Legionovia Legionowo;2018/2019
£KS Commercecon £Ûdü;Bank Pocztowy Pa≥ac Bydgoszcz;3;2;H;03.11.2018, 17:00;03.11.2018£KS Commercecon £Ûdü-3:2-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
£KS Commercecon £Ûdü;Bank Pocztowy Pa≥ac Bydgoszcz;3;2;A;03.11.2018, 17:00;03.11.2018£KS Commercecon £Ûdü-3:2-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
E.Leclerc Radomka Radom;#VolleyWroc≥aw;3;2;H;03.11.2018, 18:00;03.11.2018E.Leclerc Radomka Radom-3:2-#VolleyWroc≥aw;2018/2019
E.Leclerc Radomka Radom;#VolleyWroc≥aw;3;2;A;03.11.2018, 18:00;03.11.2018E.Leclerc Radomka Radom-3:2-#VolleyWroc≥aw;2018/2019
Developres SkyRes RzeszÛw;KSZO Ostrowiec;3;0;H;04.11.2018, 15:00;04.11.2018Developres SkyRes RzeszÛw-3:0-KSZO Ostrowiec;2018/2019
Developres SkyRes RzeszÛw;KSZO Ostrowiec;3;0;A;04.11.2018, 15:00;04.11.2018Developres SkyRes RzeszÛw-3:0-KSZO Ostrowiec;2018/2019
Enea PTPS Pi≥a;Grot Budowlani £Ûdü;1;3;H;02.11.2018, 18:00;02.11.2018Enea PTPS Pi≥a-1:3-Grot Budowlani £Ûdü;2018/2019
Enea PTPS Pi≥a;Grot Budowlani £Ûdü;1;3;A;02.11.2018, 18:00;02.11.2018Enea PTPS Pi≥a-1:3-Grot Budowlani £Ûdü;2018/2019
Energa MKS Kalisz;BKS PROFI CREDIT Bielsko-Bia≥a;3;2;H;03.11.2018, 18:30;03.11.2018Energa MKS Kalisz-3:2-BKS PROFI CREDIT Bielsko-Bia≥a;2018/2019
Energa MKS Kalisz;BKS PROFI CREDIT Bielsko-Bia≥a;3;2;A;03.11.2018, 18:30;03.11.2018Energa MKS Kalisz-3:2-BKS PROFI CREDIT Bielsko-Bia≥a;2018/2019
DPD Legionovia Legionowo;Energa MKS Kalisz;3;1;H;11.11.2018, 20:00;11.11.2018DPD Legionovia Legionowo-3:1-Energa MKS Kalisz;2018/2019
DPD Legionovia Legionowo;Energa MKS Kalisz;3;1;A;11.11.2018, 20:00;11.11.2018DPD Legionovia Legionowo-3:1-Energa MKS Kalisz;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;Enea PTPS Pi≥a;3;0;H;09.11.2018, 18:00;09.11.2018BKS PROFI CREDIT Bielsko-Bia≥a-3:0-Enea PTPS Pi≥a;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;Enea PTPS Pi≥a;3;0;A;09.11.2018, 18:00;09.11.2018BKS PROFI CREDIT Bielsko-Bia≥a-3:0-Enea PTPS Pi≥a;2018/2019
Grot Budowlani £Ûdü;Developres SkyRes RzeszÛw;3;2;H;10.11.2018, 17:00;10.11.2018Grot Budowlani £Ûdü-3:2-Developres SkyRes RzeszÛw;2018/2019
Grot Budowlani £Ûdü;Developres SkyRes RzeszÛw;3;2;A;10.11.2018, 17:00;10.11.2018Grot Budowlani £Ûdü-3:2-Developres SkyRes RzeszÛw;2018/2019
KSZO Ostrowiec;E.Leclerc Radomka Radom;3;1;H;09.11.2018, 18:00;09.11.2018KSZO Ostrowiec-3:1-E.Leclerc Radomka Radom;2018/2019
KSZO Ostrowiec;E.Leclerc Radomka Radom;3;1;A;09.11.2018, 18:00;09.11.2018KSZO Ostrowiec-3:1-E.Leclerc Radomka Radom;2018/2019
#VolleyWroc≥aw;£KS Commercecon £Ûdü;2;3;H;10.11.2018, 16:30;10.11.2018#VolleyWroc≥aw-2:3-£KS Commercecon £Ûdü;2018/2019
#VolleyWroc≥aw;£KS Commercecon £Ûdü;2;3;A;10.11.2018, 16:30;10.11.2018#VolleyWroc≥aw-2:3-£KS Commercecon £Ûdü;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;Chemik Police;0;3;H;09.11.2018, 18:00;09.11.2018Bank Pocztowy Pa≥ac Bydgoszcz-0:3-Chemik Police;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;Chemik Police;0;3;A;09.11.2018, 18:00;09.11.2018Bank Pocztowy Pa≥ac Bydgoszcz-0:3-Chemik Police;2018/2019
£KS Commercecon £Ûdü;DPD Legionovia Legionowo;3;0;H;14.11.2018, 18:00;14.11.2018£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;2018/2019
£KS Commercecon £Ûdü;DPD Legionovia Legionowo;3;0;A;14.11.2018, 18:00;14.11.2018£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;2018/2019
E.Leclerc Radomka Radom;Chemik Police;0;3;H;14.11.2018, 18:00;14.11.2018E.Leclerc Radomka Radom-0:3-Chemik Police;2018/2019
E.Leclerc Radomka Radom;Chemik Police;0;3;A;14.11.2018, 18:00;14.11.2018E.Leclerc Radomka Radom-0:3-Chemik Police;2018/2019
Developres SkyRes RzeszÛw;Bank Pocztowy Pa≥ac Bydgoszcz;3;1;H;14.11.2018, 18:00;14.11.2018Developres SkyRes RzeszÛw-3:1-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
Developres SkyRes RzeszÛw;Bank Pocztowy Pa≥ac Bydgoszcz;3;1;A;14.11.2018, 18:00;14.11.2018Developres SkyRes RzeszÛw-3:1-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
Enea PTPS Pi≥a;#VolleyWroc≥aw;3;2;H;14.11.2018, 20:30;14.11.2018Enea PTPS Pi≥a-3:2-#VolleyWroc≥aw;2018/2019
Enea PTPS Pi≥a;#VolleyWroc≥aw;3;2;A;14.11.2018, 20:30;14.11.2018Enea PTPS Pi≥a-3:2-#VolleyWroc≥aw;2018/2019
Energa MKS Kalisz;KSZO Ostrowiec;3;2;H;14.11.2018, 18:30;14.11.2018Energa MKS Kalisz-3:2-KSZO Ostrowiec;2018/2019
Energa MKS Kalisz;KSZO Ostrowiec;3;2;A;14.11.2018, 18:30;14.11.2018Energa MKS Kalisz-3:2-KSZO Ostrowiec;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;Grot Budowlani £Ûdü;1;3;H;05.12.2018, 18:00;05.12.2018BKS PROFI CREDIT Bielsko-Bia≥a-1:3-Grot Budowlani £Ûdü;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;Grot Budowlani £Ûdü;1;3;A;05.12.2018, 18:00;05.12.2018BKS PROFI CREDIT Bielsko-Bia≥a-1:3-Grot Budowlani £Ûdü;2018/2019
Grot Budowlani £Ûdü;DPD Legionovia Legionowo;3;2;H;18.11.2018, 17:00;18.11.2018Grot Budowlani £Ûdü-3:2-DPD Legionovia Legionowo;2018/2019
Grot Budowlani £Ûdü;DPD Legionovia Legionowo;3;2;A;18.11.2018, 17:00;18.11.2018Grot Budowlani £Ûdü-3:2-DPD Legionovia Legionowo;2018/2019
KSZO Ostrowiec;BKS PROFI CREDIT Bielsko-Bia≥a;1;3;H;19.11.2018, 20:30;19.11.2018KSZO Ostrowiec-1:3-BKS PROFI CREDIT Bielsko-Bia≥a;2018/2019
KSZO Ostrowiec;BKS PROFI CREDIT Bielsko-Bia≥a;1;3;A;19.11.2018, 20:30;19.11.2018KSZO Ostrowiec-1:3-BKS PROFI CREDIT Bielsko-Bia≥a;2018/2019
Energa MKS Kalisz;#VolleyWroc≥aw;0;3;H;17.11.2018, 14:00;17.11.2018Energa MKS Kalisz-0:3-#VolleyWroc≥aw;2018/2019
Energa MKS Kalisz;#VolleyWroc≥aw;0;3;A;17.11.2018, 14:00;17.11.2018Energa MKS Kalisz-0:3-#VolleyWroc≥aw;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;Enea PTPS Pi≥a;3;2;H;18.11.2018, 17:00;18.11.2018Bank Pocztowy Pa≥ac Bydgoszcz-3:2-Enea PTPS Pi≥a;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;Enea PTPS Pi≥a;3;2;A;18.11.2018, 17:00;18.11.2018Bank Pocztowy Pa≥ac Bydgoszcz-3:2-Enea PTPS Pi≥a;2018/2019
Chemik Police;Developres SkyRes RzeszÛw;3;0;H;17.11.2018, 20:00;17.11.2018Chemik Police-3:0-Developres SkyRes RzeszÛw;2018/2019
Chemik Police;Developres SkyRes RzeszÛw;3;0;A;17.11.2018, 20:00;17.11.2018Chemik Police-3:0-Developres SkyRes RzeszÛw;2018/2019
£KS Commercecon £Ûdü;E.Leclerc Radomka Radom;3;0;H;17.11.2018, 18:00;17.11.2018£KS Commercecon £Ûdü-3:0-E.Leclerc Radomka Radom;2018/2019
£KS Commercecon £Ûdü;E.Leclerc Radomka Radom;3;0;A;17.11.2018, 18:00;17.11.2018£KS Commercecon £Ûdü-3:0-E.Leclerc Radomka Radom;2018/2019
E.Leclerc Radomka Radom;DPD Legionovia Legionowo;2;3;H;21.11.2018, 18:00;21.11.2018E.Leclerc Radomka Radom-2:3-DPD Legionovia Legionowo;2018/2019
E.Leclerc Radomka Radom;DPD Legionovia Legionowo;2;3;A;21.11.2018, 18:00;21.11.2018E.Leclerc Radomka Radom-2:3-DPD Legionovia Legionowo;2018/2019
Developres SkyRes RzeszÛw;£KS Commercecon £Ûdü;3;2;H;24.11.2018, 20:00;24.11.2018Developres SkyRes RzeszÛw-3:2-£KS Commercecon £Ûdü;2018/2019
Developres SkyRes RzeszÛw;£KS Commercecon £Ûdü;3;2;A;24.11.2018, 20:00;24.11.2018Developres SkyRes RzeszÛw-3:2-£KS Commercecon £Ûdü;2018/2019
Enea PTPS Pi≥a;Chemik Police;1;3;H;24.11.2018, 17:00;24.11.2018Enea PTPS Pi≥a-1:3-Chemik Police;2018/2019
Enea PTPS Pi≥a;Chemik Police;1;3;A;24.11.2018, 17:00;24.11.2018Enea PTPS Pi≥a-1:3-Chemik Police;2018/2019
Energa MKS Kalisz;Bank Pocztowy Pa≥ac Bydgoszcz;0;3;H;24.11.2018, 18:30;24.11.2018Energa MKS Kalisz-0:3-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
Energa MKS Kalisz;Bank Pocztowy Pa≥ac Bydgoszcz;0;3;A;24.11.2018, 18:30;24.11.2018Energa MKS Kalisz-0:3-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;#VolleyWroc≥aw;3;0;H;25.11.2018, 17:30;25.11.2018BKS PROFI CREDIT Bielsko-Bia≥a-3:0-#VolleyWroc≥aw;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;#VolleyWroc≥aw;3;0;A;25.11.2018, 17:30;25.11.2018BKS PROFI CREDIT Bielsko-Bia≥a-3:0-#VolleyWroc≥aw;2018/2019
Grot Budowlani £Ûdü;KSZO Ostrowiec;3;0;H;25.11.2018, 17:00;25.11.2018Grot Budowlani £Ûdü-3:0-KSZO Ostrowiec;2018/2019
Grot Budowlani £Ûdü;KSZO Ostrowiec;3;0;A;25.11.2018, 17:00;25.11.2018Grot Budowlani £Ûdü-3:0-KSZO Ostrowiec;2018/2019
DPD Legionovia Legionowo;KSZO Ostrowiec;3;0;H;28.11.2018, 19:00;28.11.2018DPD Legionovia Legionowo-3:0-KSZO Ostrowiec;2018/2019
DPD Legionovia Legionowo;KSZO Ostrowiec;3;0;A;28.11.2018, 19:00;28.11.2018DPD Legionovia Legionowo-3:0-KSZO Ostrowiec;2018/2019
#VolleyWroc≥aw;Grot Budowlani £Ûdü;0;3;H;28.11.2018, 18:00;28.11.2018#VolleyWroc≥aw-0:3-Grot Budowlani £Ûdü;2018/2019
#VolleyWroc≥aw;Grot Budowlani £Ûdü;0;3;A;28.11.2018, 18:00;28.11.2018#VolleyWroc≥aw-0:3-Grot Budowlani £Ûdü;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;BKS PROFI CREDIT Bielsko-Bia≥a;3;0;H;28.11.2018, 18:00;28.11.2018Bank Pocztowy Pa≥ac Bydgoszcz-3:0-BKS PROFI CREDIT Bielsko-Bia≥a;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;BKS PROFI CREDIT Bielsko-Bia≥a;3;0;A;28.11.2018, 18:00;28.11.2018Bank Pocztowy Pa≥ac Bydgoszcz-3:0-BKS PROFI CREDIT Bielsko-Bia≥a;2018/2019
Chemik Police;Energa MKS Kalisz;3;1;H;28.11.2018, 18:00;28.11.2018Chemik Police-3:1-Energa MKS Kalisz;2018/2019
Chemik Police;Energa MKS Kalisz;3;1;A;28.11.2018, 18:00;28.11.2018Chemik Police-3:1-Energa MKS Kalisz;2018/2019
£KS Commercecon £Ûdü;Enea PTPS Pi≥a;3;0;H;28.11.2018, 18:00;28.11.2018£KS Commercecon £Ûdü-3:0-Enea PTPS Pi≥a;2018/2019
£KS Commercecon £Ûdü;Enea PTPS Pi≥a;3;0;A;28.11.2018, 18:00;28.11.2018£KS Commercecon £Ûdü-3:0-Enea PTPS Pi≥a;2018/2019
E.Leclerc Radomka Radom;Developres SkyRes RzeszÛw;1;3;H;28.11.2018, 18:00;28.11.2018E.Leclerc Radomka Radom-1:3-Developres SkyRes RzeszÛw;2018/2019
E.Leclerc Radomka Radom;Developres SkyRes RzeszÛw;1;3;A;28.11.2018, 18:00;28.11.2018E.Leclerc Radomka Radom-1:3-Developres SkyRes RzeszÛw;2018/2019
Developres SkyRes RzeszÛw;DPD Legionovia Legionowo;3;0;H;01.12.2018, 17:00;01.12.2018Developres SkyRes RzeszÛw-3:0-DPD Legionovia Legionowo;2018/2019
Developres SkyRes RzeszÛw;DPD Legionovia Legionowo;3;0;A;01.12.2018, 17:00;01.12.2018Developres SkyRes RzeszÛw-3:0-DPD Legionovia Legionowo;2018/2019
Enea PTPS Pi≥a;E.Leclerc Radomka Radom;3;1;H;03.12.2018, 17:30;03.12.2018Enea PTPS Pi≥a-3:1-E.Leclerc Radomka Radom;2018/2019
Enea PTPS Pi≥a;E.Leclerc Radomka Radom;3;1;A;03.12.2018, 17:30;03.12.2018Enea PTPS Pi≥a-3:1-E.Leclerc Radomka Radom;2018/2019
Energa MKS Kalisz;£KS Commercecon £Ûdü;1;3;H;01.12.2018, 18:30;01.12.2018Energa MKS Kalisz-1:3-£KS Commercecon £Ûdü;2018/2019
Energa MKS Kalisz;£KS Commercecon £Ûdü;1;3;A;01.12.2018, 18:30;01.12.2018Energa MKS Kalisz-1:3-£KS Commercecon £Ûdü;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;Chemik Police;0;3;H;02.12.2018, 18:00;02.12.2018BKS PROFI CREDIT Bielsko-Bia≥a-0:3-Chemik Police;2018/2019
BKS PROFI CREDIT Bielsko-Bia≥a;Chemik Police;0;3;A;02.12.2018, 18:00;02.12.2018BKS PROFI CREDIT Bielsko-Bia≥a-0:3-Chemik Police;2018/2019
Grot Budowlani £Ûdü;Bank Pocztowy Pa≥ac Bydgoszcz;1;3;H;02.12.2018, 14:45;02.12.2018Grot Budowlani £Ûdü-1:3-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
Grot Budowlani £Ûdü;Bank Pocztowy Pa≥ac Bydgoszcz;1;3;A;02.12.2018, 14:45;02.12.2018Grot Budowlani £Ûdü-1:3-Bank Pocztowy Pa≥ac Bydgoszcz;2018/2019
KSZO Ostrowiec;#VolleyWroc≥aw;3;1;H;01.12.2018, 17:00;01.12.2018KSZO Ostrowiec-3:1-#VolleyWroc≥aw;2018/2019
KSZO Ostrowiec;#VolleyWroc≥aw;3;1;A;01.12.2018, 17:00;01.12.2018KSZO Ostrowiec-3:1-#VolleyWroc≥aw;2018/2019
DPD Legionovia Legionowo;#VolleyWroc≥aw;2;3;H;08.12.2018, 18:00;08.12.2018DPD Legionovia Legionowo-2:3-#VolleyWroc≥aw;2018/2019
DPD Legionovia Legionowo;#VolleyWroc≥aw;2;3;A;08.12.2018, 18:00;08.12.2018DPD Legionovia Legionowo-2:3-#VolleyWroc≥aw;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;KSZO Ostrowiec;3;0;H;09.12.2018, 16:00;09.12.2018Bank Pocztowy Pa≥ac Bydgoszcz-3:0-KSZO Ostrowiec;2018/2019
Bank Pocztowy Pa≥ac Bydgoszcz;KSZO Ostrowiec;3;0;A;09.12.2018, 16:00;09.12.2018Bank Pocztowy Pa≥ac Bydgoszcz-3:0-KSZO Ostrowiec;2018/2019
Chemik Police;Grot Budowlani £Ûdü;2;3;H;09.12.2018, 20:30;09.12.2018Chemik Police-2:3-Grot Budowlani £Ûdü;2018/2019
